source,title,description,publish_datetime,sentiment,symbol
economictimes,"Double Dip: 14 Nifty500 stocks slide in both quarters of FY26, slip up to 45%","Data shows that 44 stocks from the Nifty500 have slipped over 10% during this period, highlighting pockets of underperformance amid a broadly buoyant market.",2025-10-04 07:17:07,negative,General
economictimes,Mukul Agrawal portfolio: 5 stocks jumped up to 80% in the last six months. Own any?,"Ace investor Mukul Agrawal, with a portfolio worth around Rs 7,700 crore, continues to back a mix of established businesses and emerging names.",2025-10-04 06:07:53,neutral,General
economictimes,BofA Global Research moves Fed rate cut forecast to October from December,"Bank of America Global Research has advanced its forecast for the Federal Reserve's next interest rate cut to October from December, citing a softening labor market. While BofA expects only one cut this year, other major firms anticipate two.",2025-10-04 05:32:53,positive,General
economictimes,5 world market themes for the week ahead,US government shutdown occurs. Stocks reach new record highs. Investors expect future rate cuts. The dollar may weaken against major currencies. Pharmaceutical shares see a boost from new agreements. Oil prices remain low due to global oversupply. New Zealand's central bank prepares for a rate reduction next week. Economic visibility is currently limited.,2025-10-04 05:29:33,negative,General
economictimes,Wall Street Week Ahead-Wall Street eyes Washington standoff with stocks near records,"The U.S. government shutdown will capture investor focus next week. Markets hold near record highs, preparing for the earnings season. Few expect the Washington situation to derail the current rally. A data drought could impact Federal Reserve policy decisions. The fourth quarter is historically strong for stocks. Investors anticipate results from Levi Strauss and Delta Air Lines.",2025-10-04 05:25:37,negative,General
economictimes,"HDFC Bank Q2 update: Average deposits grow 15% YoY, 9% rise in advances","HDFC Bank announced robust Q2FY26 business updates, with average deposits surging 15.1% year-on-year to Rs 27.15 lakh crore. Average advances also grew by 9% to Rs 27.95 lakh crore. The bank reported significant increases in both CASA and time deposits, reflecting strong financial performance for the quarter.",2025-10-04 05:22:53,positive,General
economictimes,Sebi says no plans to regulate family offices after reports spark speculation,"Family offices are investment firms set up by wealthy families to manage their assets. Over the past two decades, they have become a significant force in India’s markets—investing in startups, private equity, and initial public offerings.",2025-10-04 04:58:27,neutral,General
economictimes,How hedge funds performed in September,"The JPMorgan note, which tracks hedge fund trading, said positioning in U.S. stocks was only ""somewhat bullish,"" indicating an expectation for equities to rise.",2025-10-04 04:06:25,positive,General
economictimes,"Dow, S&amp;P 500 manage record closing highs; Nasdaq falls in volatile session","The S&amp;P 500 and Dow achieved record closing highs Friday, navigating a volatile session amid an ongoing government shutdown. Interest rate-cut expectations strengthened, driven by weak economic data, including contracting services employment. Traders now anticipate a Fed rate cut in October as almost certain, with another probable in December, despite concerns about a prolonged shutdown's impact.",2025-10-04 02:40:07,negative,INDOWIND
economictimes,Will stock-specific trading continue to drive market gains?,"Indian equity indices closed higher on Friday, recovering from early losses as stock-specific trading dominated after the RBI's dovish stance fizzled out. Midcap, smallcap, metal, and PSU bank sectors saw significant gains, with experts suggesting buying opportunities on dips towards 24,400-24,600 for Nifty.",2025-10-04 01:55:22,positive,HESTERBIO
economictimes,GST 2.0: Insurers cut payouts to distributors,"Life insurers face a similar squeeze. The industry paid about ?24,000 crore in GST in FY24, offset by ? 14,000 crore of ITC. With credits no longer available, the new two-rate system leaves them facing a ?15,000 crore sector-wide hit, part of which will show up in company profit and loss accounts and embedded values. Despite the exemption, customers may not see a meaningful drop in premiums as insurers adjust pricing to recoup lost credits, analysts said.",2025-10-03 19:05:34,negative,ITC
economictimes,Growth Uncapped: NBFCs can tap a billion dollars or more in ECBs,"Financial regulators - the Reserve Bank of India, Securities and Exchange Board of India, Insurance Regulatory and Development Authority of India and Pension Fund Regulatory and Development Authority -would not enforce ceilings on the amounts that can be borrowed by Indian companies from overseas markets. The RBI has also allowed borrowers that is under a debt restructuring scheme or corporate insolvency resolution process to raise ECB only if specifically permitted under the restructuring or resolution plan.",2025-10-03 18:43:15,neutral,General
economictimes,India anchor of stability in volatile world: RBI governor Sanjay Malhotra,"RBI Governor Sanjay Malhotra affirmed India as an ""anchor of stability"" due to resilient growth, robust macroeconomic fundamentals, and continuous reforms. He cautioned against global stock market complacency and rising public debt, noting gold prices now reflect global uncertainties. Malhotra also highlighted India's unique central bank autonomy framework.",2025-10-03 18:34:59,positive,HESTERBIO
economictimes,"RBI tweaks related party lending rules, unveils 'unified' framework","The move is aimed at tightening governance and reducing conflicts of interest in lending practices by commercial banks. The revised norms, effective from April 1, 2026, consolidate and replace over a dozen legacy circulars, creating a unified regulatory framework. RBI also introduced scale-based thresholds beyond which banks and non-banking financial companies (NBFCs) will need board approval for lending to related parties.",2025-10-03 16:42:38,neutral,HESTERBIO
economictimes,"Eternal block deal: Goldman Sachs offloads Rs 355 cr worth of shares, BofA Securities steps in as buyer","Goldman Sachs sold over 1 crore shares of Eternal Limited for Rs 355.32 crore to BOFA Securities. Eternal, formerly Zomato, has surpassed Tata Motors and Titan in market capitalization, driven by strong performance in food delivery and quick commerce. Despite a 90% drop in Q1FY26 net profit due to investments, revenue surged, and HSBC reiterated a 'Buy' call.",2025-10-03 16:32:25,positive,General
economictimes,"Sebi confirms market ban on Synoptics Tech, promoters for IPO fund diversion",Capital markets regulator Sebi on Friday said Synoptics Technologies and its promoters will remain barred from the securities market till the outcome of a probe in a case of alleged siphoning off IPO proceeds.,2025-10-03 15:54:28,negative,ADANIPORTS
economictimes,"ET Market Watch: Nifty &amp; Sensex gain for second straight day; Metals, banks lead rally",,2025-10-03 15:34:03,positive,General
economictimes,BSE launches hospitals index to track healthcare sector. Check top 10 stocks,"BSE Index Services introduced the BSE Hospitals Index to track 15 hospital stocks, led by Fortis, Max Healthcare, and Apollo. Designed for ETFs, index funds, and PMS strategies, it expands India’s sectoral investment options in healthcare.",2025-10-03 14:52:59,neutral,BSE
economictimes,"USA Rare Earth shares surge 18%, hit all-time high after report miner in close talks with White House","UUSA Rare Earth shares jumped more than 18% to scale a record high on Friday, after a report that the mining company's CEO Barbara Humpton said it was in close discussions with the White House.",2025-10-03 14:12:16,positive,General
economictimes,US stocks cruise toward the finish of their record-setting week,Wall Street's main indexes opened higher on Friday as optimism about an imminent interest-rate cut by the Federal Reserve boosted sentiment in the final trading session of a week that saw volatility due to the U.S. government shutdown.,2025-10-03 13:36:52,positive,General
economictimes,"Yes Bank Q2 update: Advances grow 6.5% YoY, deposits see 7% uptick","Yes Bank reported a 6.5% YoY increase in loans to ₹2.50 lakh crore and a 7.1% rise in deposits to ₹2.97 lakh crore in Q2 FY26, with CASA reaching ₹1.00 lakh crore.",2025-10-03 13:20:58,positive,General
economictimes,"Bajaj Housing Finance Q2 update: Disbursals rise 32% YoY to Rs 15,900 cr; AUM up 24%","Bajaj Housing Finance reported strong Q2 FY26 performance with disbursals rising 32% YoY to ₹15,900 crore and AUM growing 24% to ₹1.27 lakh crore, highlighting robust housing credit demand and steady loan book expansion.",2025-10-03 13:02:23,positive,General
